Time,Temperature (C),Gas (ohms),Humidity (%),Pressure (hPa),Altitude (m),PM10 Standard (mirogram/m^3),PM25 Standard (mirogram/m^3),PM100 Standard (mirogram/m^3),
1676505137.9261444,45.1563671875,144478,1.7274110582742557,1011.1472972590763,17.52116434189411,0,0,0,
1676505139.1188018,45.1434765625,144974,1.7320488378578824,1011.1557983377605,17.450268140598247,0,0,0,
1676505140.3104324,45.12609375,144974,1.7461018812212314,1011.1571176321308,17.439265702560828,0,0,0,
1676505141.50223,45.1106640625,145224,1.7507222575767427,1011.1597385720187,17.417408046018693,0,0,0,
1676505142.694647,45.096796875,145224,1.7695218242130717,1011.1593991501593,17.420238694551283,0,0,0,
1676505143.8871856,45.0844921875,144354,1.7694392276047148,1011.1706512703543,17.3264007242574,0,0,0,
1676505145.0790913,45.0727734375,145600,1.7882541157130525,1011.164650020981,17.376448525625563,0,0,0,
1676505146.2711377,45.0659375,143985,1.8023798866373915,1011.1628164006037,17.391740167517302,0,0,0,
1676505147.462934,45.05890625,145349,1.7976076864403832,1011.1661269378125,17.364131661337574,0,0,0,
1676505148.6554196,45.0503125,145349,1.7975491055034432,1011.1614827644271,17.40286216034406,0,0,0,
1676505149.8477986,45.042109375,145474,1.7974931913106775,1011.1701945202876,17.33020981207393,0,0,0,
1676505151.039794,45.0352734375,145349,1.8021703239737672,1011.1665411652754,17.360677181382687,0,0,0,
1676505152.2370813,45.028046875,146231,1.8068447643116925,1011.1677194892051,17.350850469832917,0,0,0,
1676505153.4305165,45.017890625,146357,1.7973281339618952,1011.1605762756285,17.410421921491857,0,0,0,
1676505154.6277425,45.007734375,146484,1.8114293084311317,1011.1588889499352,17.4244935707995,0,0,0,
1676505155.8207316,44.99796875,146231,1.797192386346169,1011.1560070288554,17.448527731552897,0,0,0,
1676505157.0136573,44.9909375,147123,1.797144480889443,1011.1538590786768,17.46644088129119,0,0,0,
1676505158.2064602,44.979609375,145851,1.80179004663729,1011.1466598001384,17.526480559307092,0,0,0,
1676505159.399626,44.9708203125,147897,1.8064528273959422,1011.1453382460327,17.537501935024434,0,0,0,
